Date,Close,High,Low,Open,Volume
2005-01-03,0.951065182685852,0.9784144176037527,0.9406959495254443,0.9734553630683529,691992000
2005-01-04,0.9608330130577087,0.9838240998245771,0.9462562918724945,0.958578595478409,1096810400
2005-01-05,0.9692477583885193,0.9805182363013804,0.9624853111341256,0.9686460589829052,680433600
2005-01-06,0.9699992537498474,0.9754085295291534,0.9516659800253697,0.9718018440929049,705555200
2005-01-07,1.0406256914138794,1.046336215896495,0.973003952725868,0.9767605097798955,2227450400
2005-01-10,1.036268711090088,1.0624155493607181,1.0200391789870298,1.0493416788003802,1725309600
2005-01-11,0.9701490998268127,1.039123239748456,0.9638377760241845,1.0255992467452497,2611627200
2005-01-12,0.9836735129356384,0.9902852819594788,0.9512145612871695,0.9835229376681517,1919702400
2005-01-13,1.0488911867141724,1.1183163246258443,1.0478393666826666,1.1076467464922322,3164716800
2005-01-14,1.0549017190933228,1.0777430246424453,1.0397249088618645,1.0556531913447347,1770742400
2005-01-18,1.0616639852523804,1.0624154573752724,1.0180851227077428,1.0496420363527172,1006460000
2005-01-19,1.0500932931900024,1.0738358450043681,1.0481401273268574,1.0592599309443218,751895200
2005-01-20,1.0588089227676392,1.0709814498606427,1.0439325600153142,1.0466371982081302,914922400
2005-01-21,1.0592597723007202,1.0759395253871602,1.0518965287011466,1.0715821704962736,911332800
2005-01-24,1.063316822052002,1.0786450092590218,1.0601611604270382,1.0666231593218365,841629600
2005-01-25,1.0827021598815918,1.0945734360659432,1.0660224039076165,1.0724836011264447,969231200
2005-01-26,1.0857080221176147,1.0932210396197721,1.0702299601299405,1.091868770703731,739496800
2005-01-27,1.0915684700012207,1.0957760532967453,1.0751891606966866,1.084354997144456,496227200
2005-01-28,1.1117039918899536,1.1117039918899536,1.0885622408260731,1.0912676810305137,801612000
2005-01-31,1.1555837392807007,1.1704609085822784,1.119669452861849,1.1207213739235768,1681097600
2005-02-01,1.1650502681732178,1.1686569532535813,1.150774705066908,1.15783760022915,678395200
2005-02-02,1.1966075897216797,1.2008151730607373,1.1674548545474317,1.1713619893706348,1020062400
2005-02-03,1.1692583560943604,1.1936026131513207,1.1620456850289047,1.1886435569551324,731651200
2005-02-04,1.1847360134124756,1.186088382615827,1.1650504694431494,1.1701600996911066,563556000
2005-02-07,1.1862387657165527,1.1923995126494513,1.1645999609494695,1.1860880900958664,524456800
2005-02-08,1.2156916856765747,1.2229043521906757,1.1839841018653328,1.1881917832554418,890019200
2005-02-09,1.1832332611083984,1.2320716436220864,1.1736164007313672,1.2177960757302235,1191456000
2005-02-10,1.1775237321853638,1.19134817701152,1.1519777816722212,1.182933009686786,1093019200
2005-02-11,1.220350742340088,1.2286153322624649,1.1862390574799182,1.200063498919779,1201054400
2005-02-14,1.2717427015304565,1.274146890439128,1.2329731239659025,1.24319087666943,1271463200
